genres,rating,stars,story_line
0.44594594594594594,0.6756756756756757,0.6233851529126122,0.5512447226670548
0.8198198198198198,0.9054054054054053,0.7584551892300123,0.640486242538943
0.07207207207207207,0.5405405405405405,0.522926345362327,0.3033920512447227
0.8783783783783784,0.9054054054054053,0.5527021711920109,0.7333673023729801
0.5225225225225225,0.5405405405405405,0.5982656722219107,0.19689911195224924
0.4954954954954955,0.6891891891891891,0.6180909524196577,0.5773766195952831
0.4954954954954955,0.3648648648648648,0.5968907376338681,0.12388994031154461
0.5225225225225225,0.7162162162162162,0.6247238225392424,0.6540253311981366
0.21171171171171171,0.7027027027027025,0.5297229975673592,0.7116028533993303
0.4954954954954955,0.8108108108108107,0.6077641763855897,0.4951230164507206
0.15765765765765766,0.8243243243243242,0.6716658111204188,0.9375454942495269
0.7477477477477478,0.7702702702702702,0.760650887265072,0.6476925316639977
0.9684684684684685,0.554054054054054,0.6623427299596759,0.3225360314456253
0.25675675675675674,0.5675675675675674,0.5923623456224223,0.31059834036977724
0.13963963963963963,0.7027027027027025,0.6572503795278551,0.45880040762847574
0.545045045045045,0.5135135135135135,0.5609043124555899,0.20075702431212697
0.12162162162162163,0.8648648648648649,0.6232295487434595,0.7582617557140778
0.3108108108108108,0.7027027027027025,0.6089932869931691,0.6591934779443878
0.7117117117117117,0.8918918918918918,0.6943251132841017,0.9689183287232493
0.8423423423423423,0.6081081081081081,0.6891366815223848,0.3851361187945843
0.07207207207207207,0.554054054054054,0.44763317153907295,0.25775222011937693
0.17567567567567569,0.5810810810810811,0.6611304616887025,0.3887028679574902
0.5225225225225225,0.7027027027027025,0.6321470711568068,0.6685107002474887
0.47297297297297297,0.6081081081081081,0.6926328120795278,0.39962148784393653
0.7117117117117117,0.6621621621621622,0.5932781508740683,0.49941767360605616
0.8648648648648649,0.6081081081081081,0.6685769126788575,0.3821516960256224
0.1981981981981982,0.6216216216216215,0.6360841425092986,0.3986752074537778
0.7297297297297297,0.8648648648648649,0.7555710961324484,0.7310379967972048
0.11711711711711711,0.35135135135135137,0.6393001310563642,0.11588295239481729
0.013513513513513514,0.49999999999999994,0.5421169414838944,0.1787742029407483
0.6216216216216216,0.33783783783783783,0.5546709834853438,0.04724122870869122
0.6216216216216216,0.5675675675675674,0.6728643069099597,0.33578395690784685
0.3963963963963964,0.6891891891891891,0.608207864880364,0.5782501091861989
0.8468468468468469,0.635135135135135,0.5247407172032456,0.4015140486242538
0.11711711711711711,0.6756756756756757,0.6184574728660986,0.595574319406027
0.7117117117117117,0.7162162162162162,0.6457016869455202,0.6069296840879312
0.44594594594594594,0.5405405405405405,0.6178636268268894,0.42648129276459457
0.7117117117117117,0.9594594594594593,0.583581336795383,0.8512156063473576
0.06756756756756757,0.554054054054054,0.6177245777096564,0.20497889066821956
0.5540540540540541,0.3648648648648648,0.5770709904918085,0.27201921677100016
0.6081081081081081,0.33783783783783783,0.5521245236543951,0.1072208472849032
0.45045045045045046,0.7567567567567567,0.5390486129605645,0.4629494831853254
0.972972972972973,0.554054054054054,0.6338608514286155,0.3267578978017179
0.4954954954954955,0.6891891891891891,0.7848943074680303,0.7033774930848741
0.44594594594594594,0.7027027027027025,0.5962801802915478,0.5085165235114281
0.44594594594594594,0.5405405405405405,0.5286058390413791,0.2707089823846266
0.7117117117117117,0.7027027027027025,0.622290966778952,0.658538360751201
0.5630630630630631,0.6486486486486487,0.5538280604899682,0.47728927063619153
