tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt2077677,3Simoa,2012.0,6.4,370,"A caper comedy about two friends, Simo and Lasse, who try to earn their living as burglars. But now there's also Baby Simo.",Comedy,Finland,Finnish,"EUR275,000","$93,296",1h 26min,Teemu Nikki,"Olli Rahkonen,Paula Vesala,Rami Rusinen"
tt0106332,Ba wang bie ji,1993.0,8.1,"24,830","""Farewell, My Concubine"" is a movie with two parallel, intertwined stories. It is the story of two performers in the Beijing Opera, stage brothers, and the woman who comes between them. At the same time, it attempts to do no less than squeeze the entire political history of China in the twentieth century into a three-hour time-frame.","Drama,Music,Romance","China,Hong Kong",Mandarin,"$4,000,000","$5,985,074",2h 51min,Kaige Chen,"Fengyi Zhang,Leslie Cheung,Li Gong"
tt0116421,The Glimmer Man,1996.0,5.4,"18,687","Jack Cole is a soft spoken, mystical, new age New York cop with a checkered past. He is transferred to Los Angeles to help Los Angeles cop Jim Campbell solve a series of brutal murders in which the victims are crucified. The murders that have happened since Jack arrived in Los Angeles just don't sit right with him. When the killer, known as the ""Family Man"", kills Ellen DunLeavy, who happens to be Jack's ex wife and the mother of his two kids, and Ellen's husband Andrew DunLeavy, it becomes personal - especially when Jack's prints are found on Ellen's body. Jack meets with his military mentor Smith, not knowing that Smith is in cahoots with local crime boss Frank Deverell.","Action,Comedy,Crime",USA,"Chinese,English,Russian","$45,000,000","$20,351,264",1h 31min,John Gray,"Bob Gunton,Keenen Ivory Wayans,Steven Seagal"
tt3170832,Room,2015.0,8.1,"365,849","ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.","Drama,Thriller","Canada,Ireland,UK,USA",English,"$13,000,000","$35,401,758",1h 58min,Lenny Abrahamson,"Brie Larson,Jacob Tremblay,Sean Bridgers"
tt0204175,Boys and Girls,2000.0,5.4,"15,942","Jennifer and Ryan are students at UC Berkeley, acquaintances off and on since early adolescence. She's quick, witty, ironic, literary, and independent; he's deliberate, literal, serious, studying structural engineering, always working on a plan. They take walks, they console each other over break-ups, he shares his plans. She's headed for Italy after graduation. Then, to their equal surprise, they spend a night together. Her response is to skitter away from continued intimacy and want to stay friends; he's hurt by her response, so he withdraws. Can it all get sorted out before she leaves town?","Comedy,Drama,Romance",USA,English,"$35,000,000","$25,850,615",1h 34min,Robert Iscove,"Brendon Ryan Barrett,Claire Forlani,Freddie Prinze Jr."
tt0381505,Pretty Persuasion,2005.0,6.5,"9,872","Manipulative high school sophomore Kimberly Joyce leads her friends Brittany Wells and Randa Azzouni in bringing charges of sexual assault against Percy Anderson, their English and drama teacher at an exclusive private school in Beverly Hills. Meanwhile, local reporter Emily Klein, originally assigned to do an insignificant piece on the school, hopes that the scandal will launch her into celebrity in the television news business, while Kimberly's bigoted father, Hank, is concerned primarily with the effect that his daughter's accusations may have on his business.","Comedy,Drama",USA,English,"$2,500,000","$537,126",1h 50min,Marcos Siega,"Evan Rachel Wood,James Woods,Ron Livingston"
tt0436742,The Salon,2005.0,4.1,492,A beauty-shop owner finds romance as she struggles to save her business.,"Comedy,Drama",USA,English,"$1,500,000","$139,084",1h 30min,Mark Brown,"Darrin Dewitt Henson,Kym Whitley,Vivica A. Fox"
tt9214832,Emma.,2020.0,6.7,"25,674","Jane Austen's beloved comedy about finding your equal and earning your happy ending, is reimagined in this. Handsome, clever, and rich, Emma Woodhouse is a restless queen bee without rivals in her sleepy little town. In this glittering satire of social class and the pain of growing up, Emma must adventure through misguided matches and romantic missteps to find the love that has been there all along.","Comedy,Drama,Romance",UK,English,"$10,000,000","$25,919,223",2h 4min,Autumn de Wilde,"Anya Taylor-Joy,Johnny Flynn,Mia Goth"
tt8820590,T-34,2018.0,6.6,"8,784","The Great Patriotic War is going on. Junior Lieutenant Nikolay Ivushkin in a small truck, along with the driver Vasya, barely survived, break away from the German tank. Ivushkin arrives at the headquarters located in the village of Nefyodovka, where he is appointed commander of the only surviving tank. Soon the tanks of the German Hauptmann Klaus Jäger arrive at the site. In battle, Ivushkin destroys the entire tank company of Yager (in a number of cases, with one projectile, two tanks at a time). However, the T-34 has serious damage, and Klaus destroys it. Ivushkin and mechanic-driver Stepan Vasilyonok were wounded and captured.","Action,War",Russia,"German,Russian","$10,000,000","$35,950,901",2h 19min,Aleksey Sidorov,"Alexander Petrov,Irina Starshenbaum,Viktor Dobronravov"
tt0114906,Welcome to the Dollhouse,1995.0,7.4,"31,626","Seventh-grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog-Face' or 'Wiener-Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning--her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on, her parents want to tear down her 'Special People's Club' clubhouse, and her sister is abducted....","Comedy,Drama",USA,English,"$800,000","$4,569,019",1h 28min,Todd Solondz,"Christina Brucato,Heather Matarazzo,Victoria Davis"
tt0479751,Sivaji,2007.0,7.5,"17,648","Held in a cell, Sivaji reflects how he came to be under police scrutiny and his subsequent arrest for a variety of economic offenses. He had returned to Chennai from the U.S. to live with his parents and maternal uncle, and had hoped to invest money in colleges and hospitals so that people who are not privileged can benefit - much to the chagrin of a sophisticated goon, Adisheshan, who threatens him, and asks him not to tread on his territory. Disregarding this and hoping to get his projects going, Sivaji runs into bureaucratic corruption and red-tape - so much so that he gives in and bribes an official Rs.4 Crores to complete his Rs.200 Crore project. An enraged Adisheshan has the local politician stop the work, but Sivaji bribes the latter Rs.50 Crores, after liquefying most of his assets. While he is busy wooing and attempting to marry Tamizhselvi/Vidyabharti Ramlingam, a new politician takes over, stops his project, and demands another Rs.50 Crores. Unable to come up with the ...","Action,Drama,Thriller",India,Tamil,"INR600,000,000","$5,871,620",3h 8min,S. Shankar,"Rajinikanth,Shriya Saran,Suman"
tt0762073,Bakjwi,2009.0,7.1,"42,316","Sang-hyun, a priest working for a hospital, selflessly volunteers for a secret vaccine development project intended to eradicate a deadly virus. However, the virus eventually takes over the priest. He nearly dies, but makes a miraculous recovery by an accidental transfusion of vampire blood. He realizes his sole reason for living: the pleasures of the flesh.","Drama,Fantasy,Horror","South Korea,USA","English,French,Korean","$5,000,000","$13,085,023",2h 14min,Chan-wook Park,"Hee-jin Choi,Ok-bin Kim,Song Kang-Ho"
tt0473514,Mulberry St,2006.0,5.5,"5,692","A deadly infection breaks out in Manhattan, causing humans to devolve into blood-thirsty rat creatures. Six recently evicted tenants must survive the night and protect their downtown apartment building as the city quickly spirals out of control.","Horror,Sci-Fi,Thriller",USA,English,"$60,000","$97,182",1h 24min,Jim Mickle,"Kim Blair,Nick Damici,Ron Brice"
tt5664636,Goosebumps 2: Haunted Halloween,2018.0,5.6,"17,686","Teenager Sarah Quinn (Madison Iseman) lives with her mother Kathy (Wendi McLendon-Covey) and younger brother Sonny (Jeremy Ray Taylor) in Wardenclyffe, New York. Sarah is attempting to get into Columbia University by writing an essay about fear. Kathy agrees to watch Sonny's friend Sam Carter (Caleel Harris) while his father goes out of town. Sonny and Sam are attempting to start a garbage cleanup business, and are called after school to clean up an abandoned house. Inside, they find a locked manuscript and open it, causing Slappy the Dummy to appear. They unknowingly bring him to life by speaking magic words found in his pocket. The book is later stolen by a bully named Tommy Madigan (Payton Wich). At home, Sonny is working on his science project, a miniature version of Nikola Tesla's Wardenclyffe Tower. Slappy then reveals he's alive to Sonny and Sam, and gets their trust by using his magic to do the boy's chores and homework. Meanwhile, Sarah goes to a party to meet her boyfriend ...","Adventure,Comedy,Family","UK,USA",English,"$35,000,000","$93,320,380",1h 30min,Ari Sandel,"Jeremy Ray Taylor,Madison Iseman,Wendi McLendon-Covey"
tt0115956,Courage Under Fire,1996.0,6.6,"49,961","The pilot of a rescue copter, Captain Karen Walden, died shortly before her helicopter crew was rescued after it crashed in Desert Storm. It first appears that she made a spectacular rescue of a downed helicopter crew, then held her own crew together to fight off the Iraqis after her copter crashed. Lt. Colonel Serling, who is struggling with his own demons from Desert Storm, is assigned to investigate her worthiness for the Medal of Honor. But some conflicting accounts, from her crew and soldiers in the area, cause him to question whether she deserves it.","Action,Drama,Mystery",USA,"Arabic,English","$46,000,000","$100,860,818",1h 56min,Edward Zwick,"Denzel Washington,Lou Diamond Phillips,Meg Ryan"
tt10251538,10 jours sans maman,2020.0,5.2,358,"Antoine is the Head of HR of a big company. When his wife decides to go on holiday and leave him with the responsibility of their four kids, he knows it will be easy. But Antoine has underestimated the mess that it can be.","Comedy,Family",France,French,"FRF8,500,000","$9,348,773",1h 44min,Ludovic Bernard,"Alice David,Aure Atika,Franck Dubosc"
tt1721677,Fastest,2011.0,7.8,"2,200","Shot around the world in 2010 and 2011 and narrated by Ewan McGregor, 'Fastest' captures the intense and thrilling reality of the MotoGP World Championship, documenting a pivotal moment in the sport. With Valentino Rossi chasing his tenth World Championship title the Italian ran into one of the toughest challenges of his career: a crop of exceptionally fast young competitors, a horrific leg break at his home race, and an amazing comeback little over 40 days later. Confronting such a monumental task and with rival Jorge Lorenzo taking the 2010 title, Rossi faced up to one of the most testing years in his illustrious career and along with his fellow competitors was left asking: Who is the fastest rider now?","Action,Documentary,Sport",USA,"English,Italian","$1,000,000","$35,963",1h 51min,Mark Neale,"Ewan McGregor,Jorge Lorenzo,Valentino Rossi"
tt1518812,Meek's Cutoff,2010.0,6.6,"12,369","The year is 1845, the earliest days of the Oregon Trail, and a wagon team of three families has hired the mountain man Stephen Meek to guide them over the Cascade Mountains. Claiming to know a short cut, Meek leads the group on an unmarked path across the high plain desert, only to become lost in the dry rock and sage. Over the coming days, the emigrants must face the scourges of hunger, thirst and their own lack of faith in each other's instincts for survival. When a Native American wanderer crosses their path, the emigrants are torn between their trust in a guide who has proven himself unreliable and a man who has always been seen as the natural enemy.","Adventure,Drama,Thriller",USA,English,"$2,000,000","$1,205,257",1h 44min,Kelly Reichardt,"Bruce Greenwood,Michelle Williams,Paul Dano"
tt1188996,My Name Is Khan,2010.0,8.0,"97,790","Rizwan Khan, a Muslim from the Borivali section of Mumbai, suffers from Asperger's syndrome, a form of high-functioning autism that complicates socialization. The adult Rizwan marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who mistake his disability for suspicious behavior. Following his arrest, he meets Radha, a therapist who helps him deal with his situation and his affliction. Rizwan then begins a journey to meet US President Bush to clear his name.",Drama,"Hong Kong,India,USA,United Arab Emirates","English,Hindi","$12,000,000","$42,345,360",2h 45min,Karan Johar,"Kajol,Shah Rukh Khan,Sheetal Menon"
tt0838247,After.Life,2009.0,5.9,"36,310","After a horrific car accident, Anna (Ricci) wakes up to find the local funeral director Eliot Deacon (Neeson) preparing her for her funeral. Confused, terrified and feeling still very much alive, Anna doesn't believe she's dead, despite the funeral director's reassurances she's merely in transition to the afterlife. Eliot convinces her he has the ability to communicate with the dead and is the only one who can help her. Trapped inside the funeral home, with nobody to turn to except Eliot, Anna's forced to accept her own death. But Anna's grief-stricken boyfriend Paul (Long) can't shake the suspicion that Eliot isn't what he appears to be.","Drama,Mystery,Thriller",USA,English,"$4,500,000","$2,425,535",1h 44min,Agnieszka Wojtowicz-Vosloo,"Christina Ricci,Justin Long,Liam Neeson"
tt0238948,Double Take,2001.0,5.5,"8,017","The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turns upside down: after he flags a huge transfer of funds from a Mexican account as probably illegal, he's attacked in his apartment, rescued by a CIA agent, finds his secretary shot dead, and witnesses two cops get killed. He calls the CIA guy who tells him to grab the next train to Mexico. Leaving Manhattan, Daryl can't shake a jive-talking street punk named Freddy, and soon he's traded clothes with Freddy to escape the police. Within days, his girlfriend, his boss, his client, Freddy, the FBI, and the dead governor's dog are tangled in a web of deceit and danger. Who's who?","Action,Comedy,Crime",USA,"English,Spanish","$24,000,000","$31,603,059",1h 28min,George Gallo,"Eddie Griffin,Gary Grubbs,Orlando Jones"
tt5591666,The Domestics,2018.0,5.7,"8,651","In the weeks following an apocalyptic event, a husband and wife venture across the countryside inhabited by deadly factions in search of safety, and must work together as they are pushed to the breaking point in order to survive.","Action,Horror,Sci-Fi",USA,English,"$10,600,000","$59,766",1h 35min,Mike P. Nelson,"Kate Bosworth,Sonoya Mizuno,Tyler Hoechlin"
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995.0,6.6,"16,385","Two English cartographers visit the small South Wales village of Ffynnon Garw, to measure what is claimed to be the ""first mountain inside of Wales"". It's 1917, and the war in Europe continues. The villagers are very proud of their ""mountain"", and are understandably disappointed and furious to find that it is in fact a ""hill"". Not to be outwitted by a rule (and the Englishmen who enforce it), the villagers set out to make their hill into a mountain, but to do so they must keep the English from leaving, before the job is done.","Comedy,Drama,Romance",UK,"English,Welsh","$40,997,769","$10,904,930",1h 39min,Christopher Monger,"Colm Meaney,Hugh Grant,Tara Fitzgerald"
tt0239948,Saving Silverman,2001.0,5.9,"38,538","Two dim-witted former high school buddys and Neil Diamond fanactics, Wayne and J.D., plot to keep their friend Darren from marrying the wrong woman, a domineering and spiteful psychologist named Judith by kidnapping her and trying to set Darren up with his old high school girlfriend Sandy who plans to become a nun.","Comedy,Crime,Romance","Australia,USA","English,Thai","$22,000,000","$26,086,706",1h 30min,Dennis Dugan,"Jack Black,Jason Biggs,Steve Zahn"
tt0428532,La fiesta del Chivo,2005.0,6.3,795,"Based on the best-selling novel by Mario Vargas Llosa, this is the story of Urania Cabral (Isabella Rossellini), a beautiful, kind, intelligent, and independent Manhattan lawyer whom, after thirty years, returns to the Dominican Republic to face her ghosts and the horrifying circumstances that altered her life forever when she was a teenager, and Rafael Leonidas Trujillo (Tomas Milian) a.k.a El Chivo (The Goat) was the iron-handed ruler of this island paradise. After Urania faces her past, nothing in her present or future will ever be the same again.",Drama,"Dominican Republic,Spain,UK",English,"EUR8,000,000","$200,369",2h 12min,Luis Llosa,"Isabella Rossellini,Paul Freeman,Tomas Milian"
tt0088213,Swing Shift,1984.0,5.9,"4,293","Jack and Kay Walsh are typical of many couples of the 1940s, where he is the breadwinner and she the housewife dependent upon him to do the man's duties around the house. Jack believes one of their neighbors in the housing complex in which they live in Los Angeles is white trash - he letting her know so at every opportunity, while Kay is quietly curious about her. That neighbor is streetwise Hazel Zanussi, an aspiring singer who does get a chance to sing on occasion at the club managed by her casual boyfriend, Biscuits Toohey, although he relegates her to being one of the taxi dancers more often against her wants, while he cheats on her behind her back despite truly having feelings for her. Hazel just wants to make an honest living. Their worlds are turned upside down on December 7, 1941 when the US enters WWII with the Japanese bombing of Pearl Harbor. Jack immediately enlists in the Navy, and while he will send money home, his decision leaves Kay largely to fend for herself. Against...","Drama,Romance,War",USA,English,"$15,000,000","$6,650,206",1h 40min,Jonathan Demme,"Christine Lahti,Goldie Hawn,Kurt Russell"
tt2246837,Maattrraan,2012.0,6.0,"5,014","Ramachandran (Sachin Khedekar) is a genetic scientist who is a genius. His wife delivers conjoined twins Akilan and Vimalan (Suriya in dual role). After the birth of his children, Ramachandran's life changes for the better and soon he becomes a multimillionaire as his energy drink -Energion, a memory booster becomes popular and he sets up huge plants to manufacture it. Meanwhile the Siamese twins grow up into young men. Though they are stuck together, they are as different as chalk and cheese. Akilan is a cool, chilled out guy who celebrates life and lives it up while Vimalan is the shy introvert who believes in socialism. Around this time foreign companies try to steal Energion formula which is closely guarded. A Russian woman with help of a beautiful interpreter Anjali (Kajal Aggarwal) tries to trap the twins, which leads to a dangerous situation that gets out of control.","Action,Sci-Fi,Thriller",India,Tamil,"INR500,000,000","$1,327,035",2h 45min,K.V. Anand,"Kajal Aggarwal,Sachin Khedekar,Suriya"
tt0420332,Veer-Zaara,2004.0,7.8,"48,628","Squadron Leader Veer Pratap Singh (Shah Rukh Khan) is a rescue pilot with the Indian Air Force. In the line of duty he comes across a stranded Zaara (Preity Zinta) - a girl from Pakistan who has come to India to fulfill her surrogate mothers dying wish. Veer saves her life and his life is never the same again. Twenty two years later Saamia Siddiqui (Rani Mukerji), a Pakistani human rights lawyer on her first case, finds herself face to face with an ageing Veer Pratap Singh. He has languished in a Pakistan jail cell for 22 years and has not spoken to anyone all these years. And no one knows why. Her mission is to discover the truth about Veer and see to it that justice is served. VEER-ZAARA is a saga of love, separation, courage and sacrifice. A love that is divine, a love that is whole-hearted, a love that is completely consuming, a love that grows with separation and deepens with sacrifice. A love that is an inspiration - and will remain a legend forever.","Drama,Family,Musical",India,Hindi,"$7,000,000","$6,887,221",3h 12min,Yash Chopra,"Preity Zinta,Rani Mukerji,Shah Rukh Khan"
tt5580536,Arsenal,2017.0,4.0,"4,011","A powerful action thriller, ARSENAL tells the intertwining stories of the Lindel brothers, Mikey (Johnathon Schaech) and JP (Adrian Grenier), who had only each other to rely on growing up. As adults, JP found success as the owner of a construction company, while Mikey became a small-time mobster, mired in a life of petty crime. When Mikey is kidnapped and held for a ransom by ruthless crime boss Eddie King (Nicolas Cage), JP turns to the brothers' old pal Sal (John Cusack), a plain clothes detective for help. In order to rescue his brother, JP must risk everything and unleash his vengeance against King's relentless army of gangsters.","Action,Crime,Thriller","Canada,USA",English,"$10,000,000","$41,037",1h 37min,Steven C. Miller,"Adrian Grenier,John Cusack,Nicolas Cage"
tt5981944,Il ragazzo invisibile: Seconda generazione,2018.0,5.1,592,"The lead character Michele (Ludovico Girardello), who is now 16, discovers his dark side and his ability to be mean. The encounter between Michele, his biological mother, Yelena (Ksenia Rappoport), and the mysterious Natasha (Galatea Bellugi) will overturn the boy's existence. New characters - the superheroes called the ""specials"" - are introduced in the second chapter of The Invisible Boy: Cinetica (Katia Mironova), Roccia (Mikolai Chroboczeck), Morfeo (Dario Cantarelli) who team up with Yelena and Natasha to revenge themselves on their common enemy Igor Zavarov (Kristof Konrad), a ruthless Russian tycoon who imprisoned the superheroes to capture the secret of their special powers.","Action,Adventure,Comedy",Italy,"Arabic,French,Italian,Russian","EUR10,000,000","$1,576,821",1h 40min,Gabriele Salvatores,"Galatéa Bellugi,Kseniya Rappoport,Ludovico Girardello"
tt1596777,Nems Bond,2008.0,3.9,347,A clumsy police officer who is a huge fan of the James Bond movies finds himself assigned to solve a murder.,"Comedy,Romance",Egypt,Arabic,"EGP500,000","$240,391",1h 55min,Ahmad El-Badri,"Ahmed Rateb,Hani Ramzi,Lotfy Labib"
tt0818897,All My Friends Are Leaving Brisbane,2007.0,5.6,321,"Anthea is undergoing a crisis of confidence: overworked, no boyfriend, struggling to find goals - and all her friends are leaving Brisbane. She is tempted to leave herself, but is opposed by her long time best platonic male friend Michael. Michael thinks people who leave Brisbane are copycats who follow the crowd; he is quite happy to stay in Brisbane, he is in a stable job and a stable very low-maintenance sex-with-the-ex relationship with his ex-girlfriend, Stephanie. He is in a rut. Anthea's temptation to leave Brisbane increases with the impending departure of her flatmate Kath. However she then hears that an ex-boyfriend of hers Jake is coming back to Brisbane to live. To Michael's annoyance, she dreams of a great future with him. Michael is thrown out of his comfort zone by starting a new relationship with a girl he meets at work, Simone. Slightly ""alternate"" and good natured, Simone is totally different from the sorts of girls he normally deals with, and he finds himself in a ...","Comedy,Romance",Australia,English,"AUD500,000","$30,772",1h 16min,Louise Alston,"Charlotte Gregg,Matt Zeremes,Ryan Johnson"
tt0954981,Cass,2008.0,6.5,"5,752","An orphaned Jamaican baby, adopted by an elderly white couple and brought up in an all white area of London, became one of the most feared and respected men in Britain. CASS grew up in a time before political correctness and was forced to endure racist bullying on a daily basis, until one day when the years of pent up anger came out in a violent burst. CASS found through violence the respect he never had and became addicted to the buzz of fighting. His way of life finally caught up with him when an attempted assassination on his life, saw him shot three times at point blank range. His inner strength somehow managed to keep him alive but he was left with a dilemma; whether to seek vengeance as the street had taught him, or renounce his violent past.","Biography,Crime,Drama",UK,English,"GBP1,000,000","$241,369",1h 48min,Jon S. Baird,"Gavin Brocker,Leo Gregory,Nonso Anozie"
tt0961750,Berlin am Meer,2008.0,6.1,284,"They are students - at least that's what their parents think - they are the disc-jockeys in the in-clubs in town, they party with no end, they fall in love, they have the best summer in their life in the coolest city of the world: Berlin.","Drama,Romance",Germany,"English,German","EUR2,800,000","$206,965",1h 38min,Wolfgang Eissler,"Anna Brüggemann,Axel Schreiber,Robert Stadlober"
tt1111422,The Taking of Pelham 123,2009.0,6.4,"184,971","In early afternoon, four armed men hijack a subway train in Manhattan. They stop on a slight incline, decoupling the first car to let the rest of the train coast back. Their leader is Ryder; he connects by phone with Walter Garber, the dispatcher watching that line. Garber is a supervisor temporarily demoted while being investigated for bribery. Ryder demands $10 million within an hour, or he'll start shooting hostages. He'll deal only with Garber. The mayor okays the payoff, the news of the hostage situation sends the stock market tumbling, and it's unclear what Ryder really wants or if Garber is part of the deal. Will hostages, kidnappers, and negotiators live through this?","Action,Crime,Thriller","UK,USA","English,Ukrainian","$100,000,000","$150,166,126",1h 46min,Tony Scott,"Denzel Washington,John Travolta,Luis Guzmán"
tt6601502,Ray & Liz,2018.0,6.7,"1,254","Photographer Richard Billingham returns to the squalid council flat outside of Birmingham where he and his brother were raised, in a confrontation and reconciliation with parents Ray and Liz.",Drama,UK,English,"GBP700,000","$58,509",1h 48min,Richard Billingham,"Justin Salinger,Patrick Romer,Richard Ashton"
tt0791309,I Want Candy,2007.0,5.4,"7,227","Joe Clarke (Tom Riley) and John ""Baggy"" Bagley (Tom Burke) are two misfit English film school students whose first movie goes awry. Desperate to finance their flick, they turn to a porn producer who agrees to give them the money needed in exchange for the guys to cast a semi-retired adult movie star named Candy Fiveways (Carmen Electra). Candy agrees to the deal, but Joe and Baggy's efforts to make their own movie morphs into a raunchy show for which they use Joe's suburban parents house as their set.",Comedy,UK,English,"GBP1,000,000","$2,415,513",1h 27min,Stephen Surjik,"Carmen Electra,Tom Burke,Tom Riley"
tt0095765,Nuovo Cinema Paradiso,1988.0,8.5,"227,868","A boy who grew up in a native Sicilian Village returns home as a famous director after receiving news about the death of an old friend. Told in a flashback, Salvatore reminiscences about his childhood and his relationship with Alfredo, a projectionist at Cinema Paradiso. Under the fatherly influence of Alfredo, Salvatore fell in love with film making, with the duo spending many hours discussing about films and Alfredo painstakingly teaching Salvatore the skills that became a stepping stone for the young boy into the world of film making. The film brings the audience through the changes in cinema and the dying trade of traditional film making, editing and screening. It also explores a young boy's dream of leaving his little town to foray into the world outside.",Drama,"France,Italy",Italian,"$5,000,000","$13,019,063",2h 35min,Giuseppe Tornatore,"Antonella Attili,Enzo Cannavale,Philippe Noiret"
tt1728986,Bol Bachchan,2012.0,5.5,"8,076","When a child falls into the well of the temple and Abbas breaks the temple's lock to save the child. When Prithviraj arrives at the scene, Ravi says Abbas's name as Abhishek Bachchan to avoid religious controversies of a temple being broken open by a Muslim. Prithviraj hires Abhishek Bachchan (Abbas) and is happy with his work, but Ravi and his friends have to come up with a new plan when Prithviraj spots Abbas celebrating Eid as a Muslim. Abbas and the others convince Prithviraj that the one celebrating Eid was actually 'Abbas', an effeminate man and classical Kathak dancer. Things become worse for Abbas and Ravi when Prithviraj kindly hires Abbas for teaching Kathak to his sister Radhika (Prachi Desai). The more Abbas tries to manage his dual life without letting Prithviraj know, the more he has to lie to cover up other lies; this forms the crux of the story.","Action,Comedy",India,Hindi,"INR700,000,000","$28,775,262",2h 35min,Rohit Shetty,"Abhishek Bachchan,Ajay Devgn,Amitabh Bachchan"
tt0196106,MVP: Most Valuable Primate,2000.0,4.1,"2,264","Jack is a three-year-old chimpanzee who has been the subject of a long-term experiment by Dr. Kendall, a researcher who been teaching Jack to communicate through sign language. Jack, however, has not been making progress fast enough for Dr. Kendall's sponsor, Dr. Peabody, who has cut off his funding and sold Jack to a medical research lab. Afraid of what could happen to his simian friend, Dr. Kendall sneaks Jack out of his home in the lab; however, Jack is accidentally sent to Canada, where he escapes and is discovered by Tara, a deaf girl who recognizes Jack's sign language. Jack has an even bigger surprise for Tara's older brother Steven; Jack scrambles onto the ice in the midst of practice for Steven's junior league hockey team, and he and his teammates discover the primate has a natural talent for the game. With Jack on the team, Steven's team is on their way to a league championship, but Jack's notoriety attracts the unfortunate attention of Dr. Peabody, who are determined to ...","Comedy,Family,Sport","Canada,USA",English,"$4,500,000","$1,248,746",1h 33min,Robert Vince,"Bernie,Louie,Mac"
tt0084931,"Yes, Giorgio",1982.0,3.9,639,"A famous opera singer, Giorgio Fini, loses his voice during an American tour. He goes to a female throat specialist, Pamela Taylor, whom he falls in love with.","Comedy,Musical",USA,"English,Italian","$19,000,000","$2,279,543",1h 50min,Franklin J. Schaffner,"Eddie Albert,Kathryn Harrold,Luciano Pavarotti"
tt3438354,Smetto quando voglio,2014.0,7.0,"7,564","A chemist, university researcher barely earning a living, is fired. After meeting a student of his, he learns the street value of drugs. He then designs a ""non-illegal"" drug and starts selling it with a group of friends, PhD holders working menial jobs and underpaid. Things get complicated when they earn too much money, get noticed, and their business is frowned-upon by a big drug dealer named ""Murena""...","Comedy,Crime",Italy,"Italian,Latin,Russian","EUR1,800,000","$5,539,410",1h 40min,Sydney Sibilia,"Edoardo Leo,Valeria Solarino,Valerio Aprea"
tt0303021,El segundo nombre,2002.0,5.5,"1,133","After the suicide of her beloved father, the biologist Daniella Logan visits her catatonic mother in a mental institution to tell the tragic event and her mother calls her ""Josephine"". Daniella goes to the cemetery and finds that her father's grave had been opened and his corpse was profaned. She decides to investigate, and receives a message of a diabetic priest, Father Elias, who tells her about an ancient fanatic religious sect of followers of Abraham that kills the first child. Later, she meets a weird man, Toby Harris, who claims to be his legitimate father. Daniella continues seeking the truth about her origins and discloses very dark secrets about her family and friends.","Horror,Thriller",Spain,English,"EUR2,500,000","$1,044,665",1h 33min,Paco Plaza,"Denis Rafter,Erica Prior,Trae Houlihan"
tt7478494,Pryputni,2017.0,6.5,192,"A grandmother, her daughter and granddaughter - three women, three generations, constituting a small family. Their hard, lonely and miserable lives have become closely intertwined with love and hate playing a part in their own personal circumstances. A trip to visit the grandmother living in the small, God-forsaken and almost abandoned village of Pryputni becomes a turning point. In just one day, filled with strange and almost tragic events, the women are forced to re-evaluate their lives and break out of the vicious circle of daily routine, dull habits and fusty old ideas. A new and fresh outlook beckons.","Comedy,Drama",Ukraine,Ukrainian,"UAH8,600,000","$29,037",1h 29min,Arkadiy Nepytaliuk,"Dmytro Homyak,Nina Naboka,Zakharii Novytsky"
tt2728286,This Is Sanlitun,2013.0,6.6,50,"Gary is in Beijing to make it big, after failing to impress his Chinese investors he soon takes up English teaching and gets life lessons from Frank, an incompetent mentor. Gary's real reasons for staying become apparent when his son and Chinese ex-wife enter.",Comedy,"Australia,China,Iceland,Ireland","Chinese,English","$165,000",$279,1h 33min,Róbert I. Douglas,"Ai Wan,Carlos Ottery,Christopher Loton"
tt4457820,Barmen,2015.0,5.4,462,"Vadim is an ordinary office worker with no prospects, desperate to somehow change his boring life. One afternoon, while pondering his life in a pub, a mysterious bartender offers Vadik a cocktail. Upon drinking this cocktail, Vadik's world is instantly transformed beyond recognition. He is now successful, attractive and interesting. However, Vadik needs to learn how to sustain this new mirage, once the cocktails run out.",Comedy,Russia,Russian,"$2,600,000","$1,457,685",1h 40min,Dina Shturmanova,"Anatoliy Belyy,Anton Bogdanov,Timur Batrutdinov"
