tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt0048605,The Seven Year Itch,1955.0,7.1,"33,859","With his family away for their annual summer holiday, New Yorker Richard Sherman decides he has the opportunity to live a bachelor's life - to eat and drink what he wants and basically to enjoy life without wife and son. The beautiful but ditsy blond from the apartment above his catches his eye and they soon start spending time together. It's all innocent though there is little doubt that Sherman is attracted to her. Any lust he may be feeling is played out in his own imagination however.","Comedy,Romance",USA,English,"$1,800,000","$7,652",1h 45min,Billy Wilder,"Evelyn Keyes,Marilyn Monroe,Tom Ewell"
tt2611626,Force of Execution,2013.0,4.4,"2,969","""Force of Execution"" is the story about a crime lord torn between his legacy and his desire to get out of the life of crime that has built his empire, when a new player to the scene tries to use the town anti-hero's network to climb to power. The only friend the crime lord has is his assassin protégé who has troubles of his own. An epic battle of under bosses and crime lords. Only one will come out alive or will they?","Action,Crime",USA,English,"$8,000,000","$87,122",1h 39min,Keoni Waxman,"Danny Trejo,Steven Seagal,Ving Rhames"
tt2290567,E zhan,2014.0,6.8,"1,873",A laborer moves to Shanghai in the hope of becoming rich. But ends up using his kung fu skills to survive.,"Action,Crime","China,Hong Kong","Cantonese,Japanese,Mandarin","$10,000,000","$566,985",1h 36min,Ching-Po Wong,"Luxia Jiang,Philip Ng,Sammo Kam-Bo Hung"
tt0390320,Olsenbanden Junior på rocker'n,2004.0,4.9,534,"The movie is set in Oslo in 1960. When the new TV channel NRK opens they have a talent competition where the winner gets 50,000 kroner. And Olsenbanden Junior just has to get in on this, and they come up with the band ""The Dynamites"", but they face stiff competition from Biffen's band ""The Biffers"" and Herman on piano. After a tough time ""The Dynamites"" win the competition. They get discovered by Pop-Johansen and he wants to make them big rockstars in America.","Comedy,Family",Norway,Norwegian,"NOK2,500,000","$3,226,688",1h 32min,Arne Lindtner Næss,"Aksel Støren Aschjem,Lars Berteig Andersen,Thomas Engeset"
tt8007436,La pena máxima,2018.0,3.5,245,"¿How far does a soccer fan go for his beloved national team? Mariano Cárdenas (Adrian Uribe), a married man and a civil servant, shows us that crossing the line when supporting the national team is a must. Mexico and the USA are in the final qualifying match for the 2018 World Cup. Mariano is committed to giving everything he has, including his time and relationship with his wife, to be present in the game because he is convinced that his presence in the stadium is the only thing factor that will guarantee the victory. Everything is ready and organized for the big day. Unfortunately, plans change when Mariano learns of the death of his uncle, with whom he lived and with whom he wagered a large bet on the team. Mariano is torn between being at the funeral or escaping to accompany the team. Thanks to the decision he makes, he loses his job, his wife, his home but his heart is full as Mexico qualifies for the World Cup.",Comedy,"Colombia,Mexico",Spanish,"$1,800,000","$1,103,585",1h 29min,Rodrigo Triana,"Alejandro de la Rosa,Alfredo Huereca,Gerardo Bosco"
tt0397307,Yiddish Theater: A Love Story,2005.0,7.8,52,"A powerful, funny, moving and important film that follows the legendary Yiddish diva Zypora Spaisman, who is considered by many the woman who has kept Yiddish Theater alive in the US. The film has the last filmed interview with Yiddish superstar Seymour Rechzeit, as well as rare footage of the Second Avenue deli, and it's owner. The film also has amazing footage of the Hebrew actors union, just before all the rare archival footage was discovered and moved out of the rotting basement. This is a masterpiece documentary with footage that will make anyone both laugh and cry in every scene.","Documentary,History",USA,"English,Yiddish","$250,000","$40,182",1h 30min,Dan Katzir,"Felix Fibich,Julie Alexander,Mike Burstyn"
tt2368619,Bastille Day,2016.0,6.3,"37,654","Michael Mason, a pickpocket living in Paris, steals a bag with a teddy bear in it. Not realizing the toy contains a timed bomb, he tosses it aside on a busy street. A few seconds later it explodes, killing four people. CCTV footage reveals Mason's face and the French police tag him as a terrorist threat. The explosion, although botched, was set up by a select group of the French Interior Ministry as a decoy so they can make a half billion dollar digital transfer from a bank (closed on French National Day) -- hence the title Bastille Day. In a separate CIA investigation the unruly agent Sean Briar discovers the real story behind Mason's ""terrorist attack"". The two men, on different sides of the law, collaborate to bring the corrupt members of the Ministry down.","Action,Crime,Drama","Belgium,China,France,Germany,Luxembourg,UK,USA","English,French","$20,000,000","$14,857,808",1h 32min,James Watkins,"Charlotte Le Bon,Idris Elba,Richard Madden"
tt8978190,Con este miedo al futuro,2018.0,5.6,7,"Leo is a literature professor who is at the ending of a long time relationship. As he struggles with economic problems and depression, he enters a big transition in his life between drugs and an particular affair with one of his students.",Drama,Argentina,Spanish,"$30,000",$35,1h 16min,Ignacio Sesma,"Facundo Cardosi,Martín Mir,María Canale"
tt0010323,Das Cabinet des Dr. Caligari,1920.0,8.1,"56,857","Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. It is the annual fair in Holstenwall. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep. When Alan asks Cesare about his future, Cesare answers that he will die before dawn. The next morning Alan is found dead. Francis suspects Cesare of being the murderer, and starts spying on him and Dr. Caligari. The following night Cesare is going to stab Jane in her bed, but softens when he sees the beautiful woman, and instead of committing another murder, he abducts her. Jane's father awakens because of the noise, and he and some servants follow the fleeing Cesare. When Cesare cannot outrun his pursuers anymore, he gently places Jane down on the ground, and runs away. Francis and the police investigate the caravan of Dr. Caligari, but the ...","Fantasy,Horror,Mystery",Germany,"German,None","$18,000","$8,811",1h 16min,Robert Wiene,"Conrad Veidt,Friedrich Feher,Werner Krauss"
tt1392170,The Hunger Games,2012.0,7.2,"839,507","In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.","Action,Adventure,Sci-Fi",USA,English,"$78,000,000","$694,394,724",2h 22min,Gary Ross,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth"
tt0105428,Sleepwalkers,1992.0,5.3,"20,276","Charles and his mother Mary move to a small Indiana town, having recently fled Bodega Bay, California after draining and killed a young girl there. They are sleepwalkers - they can change their appearance and they need the lifeforce from young women. Charles has picked out young girl Tanya, whom he meets at a local high school, as his next victim. He asks her out for a date and invites her home - however, she did not suspect his real interest in her. On their first date, a picnic at a nearby cemetery, he attempts to drain the lifeforce from her for himself and his mother.","Fantasy,Horror",USA,English,"$15,000,000","$30,524,763",1h 31min,Mick Garris,"Alice Krige,Brian Krause,Mädchen Amick"
tt1007029,The Iron Lady,2011.0,6.4,"102,621","Elderly and a virtual prisoner in her own home due to her concerned staff and daughter Carol, Margaret Thatcher, Britain's first woman prime minister, looks back on her life as she clears out her late husband Denis's clothes for the Oxfam shop. Denis is seen as being her rock as she first enters parliament and then runs for the leadership of the Conservative Party, culminating in her eventual premiership. Now his ghost joins her to comment on her successes and failures, sometimes to her annoyance, generally to her comfort until ultimately, as the clothes are sent to the charity shop, Denis departs from Margaret's life forever.","Biography,Drama","France,UK",English,"$13,000,000","$115,890,699",1h 45min,Phyllida Lloyd,"Jim Broadbent,Meryl Streep,Richard E. Grant"
tt1242744,La herencia Valdemar,2010.0,5.6,"1,602","Luisa Llorente, an expert on taxation of old buildings, had recently gone to the Victorian mansion Valdemar to conduct an inventory of property ownership. After she mysteriously disappeared, Maximilian, president of her company, engaged the services of a private detective to help find her. But soon they will discover that it is not the first disappearance at Valdemar mansion!","Horror,Mystery",Spain,Spanish,"EUR6,500,000","$1,493,227",1h 44min,José Luis Alemán,"Daniele Liotti,Laia Marull,Óscar Jaenada"
tt0073692,Shampoo,1975.0,6.4,"11,115","Thirty-something George Roundy is a Beverly Hills hairdresser, who spends as much time sleeping with his female clients as he does doing their hair. Whether they want to admit it, all the women in his life are for the most part aware that they are are not the only one with whom he is sleeping. And some, such as the wealthy and married Felicia Karpf, have a stronger emotional dependence on George than they would like to admit. George's current girlfriend is Jill, an up and coming actress. Jill's best friend is Jackie Shawn, one of George's old girlfriends who left him because he couldn't make a true commitment to her. In turn, Jackie is currently having an affair with Lester Karpf, Felicia's wealthy businessman husband. George is unhappy working at a salon owned by Norman, with whom he is constantly butting heads. In his first act of wanting finally to be a grown up, George wants to open his own salon, but doesn't have the financial resources to do it, and no bank will lend him money ...","Comedy,Drama",USA,English,"$4,000,000","$49,407,734",1h 50min,Hal Ashby,"Goldie Hawn,Julie Christie,Warren Beatty"
tt0080749,The Fog,1980.0,6.8,"63,679","Against the backdrop of spine-chilling stories of drowned mariners and a 100-year-old shipwreck lying on the bottom of the sea, the peaceful community of the coastal town of Antonio Bay, California is making preparations to celebrate its centennial. However--as strange supernatural occurrences blemish the festivities--an impenetrable opaque mist starts to shroud the seaside village, leading to unaccountable disappearances and the spilling of warm bright-red blood. One long century ago, a hideous crime was committed by the town's elders. Now, the restless dead have returned for revenge, demanding justice. Is there something evil lurking in the fog?","Horror,Thriller",USA,English,"$1,000,000","$21,448,782",1h 29min,John Carpenter,"Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh"
tt4743226,Da hong zha,2018.0,3.2,"3,556","During World War II, five different Chinese people fight their way through Japanese Air Force attacks to protect an important military machine in Chongqing, 1940.","Action,Adventure,Drama",China,"Chinese,English,Japanese","$65,000,000","$532,377",2h,Xiao Feng,"Bruce Willis,Donat Balaj,Ye Liu"
tt1618447,Un amour de jeunesse,2011.0,6.6,"4,793","Spring of 1999: 15-year-old Camille and 19-year-old Sullivan are mad about each other. Sullivan, however, wants to go to South America for a year and this drives Camille to despair. He leaves in the fall and after a while he stops writing to her. After a suicide attempt, she ends up in the hospital. After four years she works, studies architecture and lives alone. She meets a famous architect, Lorenz, who restores her self-confidence. In 2007, Camille and Lorenz have a strong relationship. She is his assistant but she feels strong enough to set up an agency soon. She develops into a more fully formed woman, with new interests. After 7 years she sees Sullivan again. After their first meeting everything seems to go well, but a few months later the old feelings come back and her heart is torn again.","Drama,Romance","France,Germany","Danish,English,French,German","EUR3,600,000","$514,913",1h 50min,Mia Hansen-Løve,"Lola Créton,Magne-Håvard Brekke,Sebastian Urzendowsky"
tt6400316,Meditation Park,2017.0,7.1,465,"Approaching their senior years, married couple Maria and Bing Wang emigrated to Vancouver from Hong Kong forty years ago, they living on the working class east side of the city steps away from Hastings Park. Bing has been the family breadwinner, starting with menial jobs after arriving in Canada despite his educated background, eventually being able to open his own small accounting firm in Chinatown where he keeps long hours in working for and schmoozing with clients. Meanwhile, Maria has been housewife and mother, dedicating herself solely to the family. With their daughter Ava now married with her own young family, and Bing being estranged from their son Charlie for ten years, Charlie who Bing will not allow Maria to keep in touch with despite Charlie living on nearby Bowen Island, Maria now feels like her only purpose in life is to take care of Bing. In addition, Maria is completely dependent on Bing as she still feels uncomfortable speaking English instead of their native ...",Drama,Canada,"Cantonese,English","CAD2,000,000","$59,530",1h 34min,Mina Shum,"Pei-Pei Cheng,Sandra Oh,Tzi Ma"
tt0425637,Chi bi,2008.0,7.4,"43,499","In 208 A.D., in the final days of the Han Dynasty, shrewd Prime Minster Cao Cao convinced the fickle Emperor Han the only way to unite all of China was to declare war on the kingdoms of Xu in the west and East Wu in the south. Thus began a military campaign of unprecedented scale, led by the Prime Minister, himself. Left with no other hope for survival, the kingdoms of Xu and East Wu formed an unlikely alliance. Numerous battles of strength and wit ensued, both on land and on water, eventually culminating in the battle of Red Cliff. During the battle, two thousand ships were burned, and the course of Chinese history was changed forever.","Action,Adventure,Drama","China,Hong Kong,Japan,South Korea,Taiwan,USA",Mandarin,"CNY553,632,000","$129,710,514",4h 48min,John Woo,"Fengyi Zhang,Takeshi Kaneshiro,Tony Chiu-Wai Leung"
tt0110678,No Escape,1994.0,6.1,"18,447","Robbins is sentenced to prison for the assassination of his general officer, a prison you leave only when you die. Since nobody ever leaves the prison, nobody knows what the prison is like. The prison manager realizes this and buys himself an island playground called ""Absolom,"" where the worst prisoners are free to create an isolated barbaric society, and where the strongest men rule...a living hell. Robbins is sent to Absolom after he almost kills the prison manager.","Action,Drama,Sci-Fi",USA,English,"$20,000,000","$15,339,030",1h 58min,Martin Campbell,"Lance Henriksen,Ray Liotta,Stuart Wilson"
tt0442764,Dil Jo Bhi Kahey...,2005.0,4.6,325,"During the British rule in India, several Indians were lured by the British to travel to distant Mauritius where they would have a better life. Upon reaching this island, the Indians were enslaved, tortured and made to labor in what is now known as the ""Coolie Ghat"". After the British left India, the Indians in Mauritius decided to continue to live there along with other nationals from different countries. Amongst the Indian family was the Sinha family, consisting of Shekhar, his wife Sandhya and son, Jai. Jai attends culinary classes where he meets with beautiful Swede, Sophie Besson, and after a few misunderstandings both fall in love with each other. Sophie introduces Jai to her parents, Norman and Claire. Norman who used to one of the slave-masters in the olden days, considers Indians quite inferior, does not approve of Jai, and would like Sophie to marry Gordon. On the other hand, Sandhya gets a shock when she finds out that her son wants to marry a Roman Catholic, and does not ...","Drama,Romance",India,"English,Hindi","INR70,000,000","$129,319",2h 24min,Romesh Sharma,"Amitabh Bachchan,Karan Sharma,Revathi"
tt7961060,Doragon bôru chô: Burorî,2018.0,7.9,"22,078","Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.","Action,Adventure,Animation",Japan,Japanese,"$8,500,000","$115,560,610",1h 40min,Tatsuya Nagamine,"Aya Hisakawa,Masako Nozawa,Ryô Horikawa"
tt5622412,Black Water,2018.0,4.7,"4,290",A deep cover operative awakens to find himself imprisoned in a CIA black site on a submarine.,"Action,Drama,Thriller","Canada,USA",English,"$5,000,000","$7,882,387",1h 44min,Pasha Patriki,"Al Sapienza,Dolph Lundgren,Jean-Claude Van Damme"
tt6924650,Midway,2019.0,6.7,"63,467","MIDWAY centers on the Battle of Midway, a clash between the American fleet and the Imperial Japanese Navy which marked a pivotal turning point in the Pacific Theater during WWII. The film, based on the real-life events of this heroic feat, tells the story of the leaders and soldiers who used their instincts, fortitude and bravery to overcome the odds.","Action,Adventure,Drama","Canada,USA","English,Japanese,Mandarin","$100,000,000","$126,696,475",2h 18min,Roland Emmerich,"Ed Skrein,Patrick Wilson,Woody Harrelson"
tt3424690,Havenhurst,2016.0,4.8,"3,561",A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil.,"Horror,Mystery,Thriller",USA,English,"$3,000,000","$289,299",1h 25min,Andrew C. Erin,"Belle Shouse,Josh Stamberg,Julie Benz"
tt0377471,Be Cool,2005.0,5.7,"66,909","Streetwise mobster-turned-movie producer Chili Palmer is back, but this time Chili has abandoned the fickle movie industry and veered into the music business, tangling with Russian mobsters and gangsta rappers and taking a talented, feisty young singer named Linda Moon under his wing. From the recording studio to an Aerosmith concert to the MTV Music Awards, he manipulates events to watch them play out the Chili way, using his signature blend of wiseguy skills and negotiation tactics. It's a dangerous business, and everyone's looking for their next big hit.","Comedy,Crime,Music",USA,"English,Russian","$53,000,000","$95,763,716",1h 58min,F. Gary Gray,"Dwayne Johnson,John Travolta,Uma Thurman"
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008.0,5.2,"149,999","Centuries ago, the evil Emperor Han was cursed by the sorceress Zi Yuan who transformed him and his army into mummies. In 1946, the explorer Rick O'Connell and his wife Evelyn O'Connell are invited by the British government to take a relic, the diamond ""The Eye of Shangri-La"" to China. The ancient stone is capable of resurrecting the Emperor Han and of pointing the way to Shangri-La and the eternal pool of life. When the couple reaches China, they meet their son Alex O'Connell, who has discovered the tomb of Han, and Evelyn's brother Jonathan Carnahan. The O'Connells are betrayed by their friend Prof. Roger Wilson, who is associated with General Yang. Yang wants to serve Emperor Han, so he resurrects the mummy and they head for Shangri-La. The guardian of Han's tomb (and Zi's daughter) Lin tells them that the only ways to destroy Han are to prevent him from reaching Shangri-La or by stabbing his heart with a cursed dagger.","Action,Adventure,Fantasy","Canada,China,Germany,USA","English,Mandarin,Sanskrit","$145,000,000","$403,449,830",1h 52min,Rob Cohen,"Brendan Fraser,Jet Li,Maria Bello"
tt9431080,Notre Dame,2019.0,5.2,410,Maud wins the opportunity to refurbish the iconic Notre Dame. Personal and professional issues stand in comical tension as she goes through an emotional storm.,Comedy,"Belgium,France",French,"EUR3,600,000","$1,705,268",1h 28min,Valérie Donzelli,"Pierre Deladonchamps,Thomas Scimeca,Valérie Donzelli"
tt8005366,Zhenshchiny protiv muzhchin: Krymskie kanikuly,2018.0,6.2,946,"Three couples, who are also friends, decide to get divorced at the same time. Men want to celebrate their freedom and go on a vacation to Crimea. It seems to be a dream vacation - three best buddies enjoying themselves in one of the best hotels, with sunny weather and endlessly flowing drinks. Until they see their ex-spouses, who also flew off to Crimea for a vacation and stay in the same hotel. An easy revenge comes in mind for all of them, which turns into an exciting ""war"" and an unforgettable adventure.",Comedy,Russia,Russian,"RUR60,000,000","$2,167,427",1h 20min,Leonid Margolin,"Aleksandr Buleyko,David Dadunashvili,Kseniya Bogdanova"
tt8027180,Jill Bilcock: Dancing the Invisible,2017.0,7.7,71,"Jill Bilcock: Dancing The Invisible focuses on the life and work of one of the world's leading film artists, Academy Award nominated film editor Jill Bilcock. Iconic Australian films Strictly Ballroom, Muriel's Wedding, Moulin Rouge!, Red Dog, and The Dressmaker bear the unmistakable look and sensibility of Bilcock's visual inventiveness, but it was her brave editing choices in Baz Luhrmann's Romeo+Juliet that changed the look of cinema the world over, inspiring one Hollywood critic to dub her editing style as that of a ""Russian serial killer on crack"". With a back-story as colourful and surprising as her films, and featuring commentary from Cate Blanchett, Baz Luhrmann, Shekhar Kapur, Phillip Noyce and Fred Schepisi, this documentary is a wonderful insight into the art of film editing and the profound impact it has on storytelling.","Biography,Documentary",Australia,English,"AUD300,000","$11,388",1h 18min,Axel Grigor,"Baz Luhrmann,Cate Blanchett,Jill Bilcock"
tt4555426,Darkest Hour,2017.0,7.4,"169,794","During World War II, as Adolf Hitler's powerful Wehrmacht rampages across Europe, the Prime Minister of the United Kingdom, Neville Chamberlain, is forced to resign, recommending Winston Churchill as his replacement. But even in his early days as the country's leader, Churchill is under pressure to commence peace negotiations with Hitler or to fight head-on the seemingly invincible Nazi regime, whatever the cost. However difficult and dangerous his decision may be, Churchill has no choice but to shine in the country's darkest hour.","Biography,Drama,History","UK,USA","English,French,German","$30,000,000","$150,847,274",2h 5min,Joe Wright,"Gary Oldman,Kristin Scott Thomas,Lily James"
tt0268219,Comment j'ai tué mon père,2001.0,6.8,"1,010","Jean-Luc is an established gerontologist who can do no wrong; he runs a private clinic specialising in anti-ageing treatments. Honoured for his work in this field, he throws a garden party at his home. It is during this social event that his father suddenly reappears, back after a long exile. A physician, he had left decades earlier without any apparent reason to practice in Africa. He moves into his son's home for several days, phlegmatically observing everything with an enigmatic smile. He peruses Jean-Luc's life and environment with cruel objectivity. The arrival of this interloper father, who everyone thought had disappeared for good, shatters the family microcosm: Jean-Luc doesn't know how to take him, as if the memory - or the resentment - was nothing but lost time; his wife becomes fond of this highly unconventional man; after first refusing to deal with him, Jean-Luc's younger brother strikes up a modest bond with him.","Drama,Thriller","France,Spain",French,"FRF29,000,000","$1,802,142",1h 38min,Anne Fontaine,"Charles Berling,Michel Bouquet,Natacha Régnier"
tt1675192,Take Shelter,2011.0,7.4,"90,653","Curtis, a father and husband, is starting to experience bad dreams and hallucinations. Assuming mental illness, he seeks medical help and counseling. However, fearing the worst, he starts building an elaborate and expensive storm shelter in their backyard. This storm shelter threatens to tear apart his family, threatens his sanity and his standing in the community, but he builds it to save his family's life.","Drama,Horror,Thriller",USA,English,"$5,000,000","$3,741,098",2h 1min,Jeff Nichols,"Jessica Chastain,Michael Shannon,Shea Whigham"
tt0094602,Above the Law,1988.0,6.0,"28,518","Nico learned martial arts in Japan, and was in Vietnam for the CIA, and now is a cop in the vice squad of Chicago. A junkie tells him about a big drug deal; However it turns out that the deal was about C4 explosives and that one of the parties was the CIA. Nico gets ordered to keep out of it, but can't imagine why the CIA would sell C4, so he investigates further. While risking his and his young family's life, he discovers that the CIA tries to cover it's connections to drug dealers in Middle America and wouldn't even stop from murder.","Action,Crime,Drama",USA,"Assyrian Neo-Aramaic,English,Spanish","$7,500,000","$18,869,631",1h 39min,Andrew Davis,"Henry Silva,Pam Grier,Steven Seagal"
tt4465564,Fifty Shades Darker,2017.0,4.6,"90,985","Christian and Ana decide to rekindle their relationship, except this time there are no more rules or punishments. As they begin to get used to their newfound relationship, Christian's past begins to haunt Ana as Christian struggles with his innermost thoughts.","Drama,Romance","China,Japan,USA",English,"$55,000,000","$381,545,846",1h 58min,James Foley,"Dakota Johnson,Eric Johnson,Jamie Dornan"
tt0096294,Track 29,1988.0,5.9,"1,964","A doctor's wife tires of his obsession with model trains, and spends her days wondering about the son she gave up for adoption at birth. While eating at a roadside café, she encounters a British hitchhiker, who turns out to be her son. They spend time together trying to find a bond. The son begins to hate the husband, and the wife begins worrying about the safety of her husband and his train set.","Drama,Mystery","UK,USA",English,"$5,000,000","$429,028",1h 31min,Nicolas Roeg,"Christopher Lloyd,Gary Oldman,Theresa Russell"
tt0097257,Earth Girls Are Easy,1988.0,5.4,"20,192","Three furry (and funny) aliens travel around the universe in a spaceship and receive a broadcast showing human females. They are fascinated by these shapely creatures and discover that the broadcast came from Southern California on Earth. Meanwhile, Valley girl Valerie Gail feels her cold fiancé Dr. Ted Gallagher is slipping away and decides to seduce him. Instead, she catches him cheating on her with a nurse, throws him out, smashes his things and refuses to see him again. The aliens' spaceship crash lands in Valerie's swimming pool - putting a decided damper on her future wedding plans in Las Vegas. She brings them into her home; and the aliens prove to be quick learners and absorb American popular culture and language through television.","Comedy,Musical,Romance","France,UK,USA",English,"$10,000,000","$3,916,303",1h 40min,Julien Temple,"Geena Davis,Jeff Goldblum,Jim Carrey"
tt0245317,The Next Big Thing,2001.0,5.7,220,"Starving artist Gus Bishop can't even give away his paintings. But a fictitious Geoffrey Buonardi, with the same paintings and an inventive back story, can become the darling of the art world. How long can Gus Bishop perpetrate the scam and remain in the shadows while his legendary alter ego basks in the spotlight as The Next Big Thing?","Comedy,Drama,Romance",USA,English,"$1,500,000","$14,600",1h 27min,P.J. Posner,"Chris Eigeman,Connie Britton,Jamie Harris"
tt0484357,I horodia tou Haritona,2005.0,6.7,369,"Chariton Ulianov has one great love: Life! That particular love affair however does not hamper him in his pursuit of enjoyment of her simpler pleasures. For him every woman is beautiful, every wine is superior when shared with good company and every situation an opportunity for good humor. His position as School Master in a small provincial town on the island of Corfu gives him the opportunity to disseminate his own unique philosophy especially to the students that participate in his greatest passion: the choir. His tender and playful outlook on life is an inspiration to his students who find themselves facing all the challenges of adolescence in a Greece which is facing the challenges of life under dictatorship. His best student in and out of the classroom is Gregory Ipsilantis, a talented youth who is just discovering love and all of the accompanying ""sweet mysteries of life"". He is the great hope of the school choir the first voice, a talent inherited from his grandfather Gregory ...","Comedy,Music",Greece,"French,Greek","EUR2,000,000","$129,600",2h 15min,Grigoris Karantinakis,"Akilas Karazisis,Georges Corraface,Maria Nafpliotou"
tt1921129,El lugar del hijo,2013.0,6.5,58,A young man is informed of his father's death.,"Drama,Family","Argentina,Uruguay",Spanish,"$1,000,000","$5,052",2h,Manolo Nieto,"Alejandro Urdapilleta,Felipe Dieste,Leonor Courtoisie"
tt0346180,"¡Buen viaje, excelencia!",2003.0,5.4,159,"Franco spends his last days of life in ""El Palacio del Pardo"", between delusions of the past, and surrounded by his family and his loyal military entourage. These, desperate for the delicate state of health of the Caudillo, decide to resort to alternative medicine Dr. Müller, a modern German woman, to the astonishment of all, ending will be determined by becoming the right hand of Generalísimo.",Comedy,Spain,Spanish,"EUR3,000,000","$638,618",1h 32min,Albert Boadella,"Minnie Marx,Pilar Sáenz,Ramon Fontserè"
tt0374086,Silný kafe,2004.0,5.9,79,"It's a story about the small things in life and relationships, things that everybody knows and has experienced. When people forget to brush their teeth before they go to work, they leave bread on the butter knife, they use too much milk to their coffee, they pour milk over their lovers head in anger, , they despise affairs, except their own affairs. It's about the small things in life that everyone can relate to, mainly shot in a small village, with small film crew and small budget. The only thing that will be big, is the amount of sold tickets.","Comedy,Drama","Czech Republic,Iceland","Czech,English,Icelandic","EUR370,000","$50,779",1h 22min,Börkur Gunnarsson,"Kaisa El Ramly,Markéta Coufalová,Martin Hofmann"
tt0295682,The Warrior,2001.0,6.7,"2,505","Circa feudal India in the State of Rajasthan is a desert region that is ruled over by a cruel and sadistic Lord, who, with the help of a handful of equally cruel and fierce warriors, led by Lafcadia, weigh a reign of terror upon those who do not submit or dare to oppose him. Long-haired Lafcadia is widowed but has a son, Katiba. Once when Katiba was by himself, he befriends a young girl, who ties a Raakhee on his hand and makes him her brother, and in return he gives her his amulet. When the Lord asks Lafcadia to subdue the villagers of Tarang, they carry out his orders. After the raid while Lafcadia stands by, his warriors rape and loot the villagers, it is then that Lafcadia is surprised by the very same young girl, and it is Katiba's amulet that saves her from being killed. This incident has a deep impact on Lafcadia and he decides to give up his job & sword and seek peace in his village in Kullu in the Himalayas. When the Lord finds out, he asks the rest of the warriors to hunt ...","Adventure,Drama","France,Germany,India,UK,USA",Hindi,"GBP2,500,000","$360,435",1h 26min,Asif Kapadia,"Aino Annuddin,Irrfan Khan,Puru Chibber"
tt0404390,Running Scared,2006.0,7.4,"96,645","After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things go wrong for Joey after a neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find that kid and the gun before the police and the mob do.","Action,Crime,Drama","Germany,USA","English,Russian,Spanish","$15,000,000","$9,380,029",2h 2min,Wayne Kramer,"Cameron Bright,Chazz Palminteri,Paul Walker"
tt0086510,Under Fire,1983.0,7.0,"6,841","Nicaragua 1979: Star photographer Russel Price covers the civil war against president Somoza. Facing the cruel fighting - people versus army - it's often hard for him to stay neutral. When the Guerillas have him take a picture of the leader Rafael, who's believed to be dead, he gets drawn into the happenings. Together with his reporter friends Claire and Alex he has to hide from the army.","Drama,War","Mexico,USA",English,"$9,500,000","$5,696,391",2h 8min,Roger Spottiswoode,"Ed Harris,Gene Hackman,Nick Nolte"
tt0424272,Melancholian 3 huonetta,2004.0,7.2,630,"A searing examination of the unrelenting Chechen conflict, observed through the prisms of a Russian military boys academy, a war-torn town and a children's refugee camp.","Documentary,War","Denmark,Finland,Germany,Sweden","Arabic,Chechen,Russian","EUR560,400","$19,317",1h 46min,Pirjo Honkasalo,Pirkko Saisio
tt3037336,Sedmero krkavcu,2015.0,7.3,324,"A classic fairy tale movie based on a story ""Sedmero krkavcu"" from famous Czech writer Bozena Nemcova. A young girl takes a hard task. She must try to save her brothers and get rid of the curse placed on them by their mother. It is a story of courage, perseverance, but also of the power of words, truth and true love ... The main character is a young girl Bohdanka who is born into troubled family of baker whose wife years ago in a fit of rage cursed seven of their sons and they became ravens. Parents kept this as a secret from Bohdanka for many years. However, when Bohdanka at her adulthood learns about the curse of her family, she decides to save her brothers. She gets advice from the local witch that she must sew special shirts for her brothers. She must alone without help of others pick nettles, process fibers, weave cloth and sew each stich. Bohdanka embarks on a long journey to rescue her brothers...","Adventure,Comedy,Family","Czech Republic,Slovakia","Czech,Slovak","CZK48,000,000","$478,725",1h 43min,Alice Nellis,"Lukás Príkazský,Martha Issová,Sabina Remundová"
tt0819895,Hîrtia va fi albastrã,2006.0,7.7,"1,995","Out of enthusiasm, a Militia soldier abandons his platoon and decides to fight for the cause of the Revolution. His Lieutenant and the rest of the crew look for him during the confused night of 22-23 December 1989.","Action,Drama",Romania,Romanian,"EUR700,000","$17,419",1h 35min,Radu Muntean,"Adi Carauleanu,Dragos Bucur,Paul Ipate"
